,levy,manufacturer,year,category,leather_interior,fuel_type,engine_volume,mileage,cylinders,gear_box_type,drive_wheels,doors,wheel,color,airbags,turbo,price
10935,1327.0,Toyota,2018,Sedan,1,Petrol,2.5,31290,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,470
10936,639.0,Hyundai,2014,Hatchback,1,Petrol,2.0,105000,4.0,Tiptronic,Front,4-5,Left wheel,Blue,7,0,19444
10940,765.0,Hyundai,2015,Jeep,1,Diesel,2.0,31251,4.0,Automatic,Front,4-5,Left wheel,White,4,0,34340
10941,528.0,Chevrolet,2014,Hatchback,1,Petrol,1.6,59295,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,19071
10946,333.0,Ford,2014,Hatchback,1,Hybrid,2.0,50100,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,19444
10951,640.0,Hyundai,2013,Jeep,1,Diesel,2.0,218280,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,33243
10953,761.0,Other,2010,Sedan,1,Petrol,1.8,86382,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,5739
10956,1360.0,Lexus,2013,Jeep,1,Petrol,4.6,154115,8.0,Automatic,4x4,4-5,Left wheel,Black,0,0,1490
10957,831.0,Ssangyong,2017,Jeep,1,Diesel,1.6,54405,4.0,Automatic,Front,4-5,Left wheel,White,4,0,40926
10961,502.0,Toyota,2013,Hatchback,0,Hybrid,1.5,11000,4.0,Variator,Front,4-5,Left wheel,Other,12,0,19444
10963,583.0,Hyundai,2011,Sedan,1,Petrol,1.6,35951,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,20005
10964,1659.0,Toyota,2014,Jeep,1,Petrol,5.7,101928,8.0,Automatic,4x4,4-5,Left wheel,Black,12,0,188
10965,585.0,Toyota,2013,Sedan,1,Hybrid,1.8,6500,4.0,Tiptronic,Front,4-5,Left wheel,Grey,12,0,17249
10966,1190.0,Toyota,2014,Sedan,1,Petrol,4.0,0,6.0,Automatic,Rear,4-5,Left wheel,Silver,12,0,6586
10967,640.0,Ssangyong,2013,Jeep,1,Diesel,2.0,92690,4.0,Automatic,Front,4-5,Left wheel,White,4,0,22947
10968,521.0,Chevrolet,2011,Hatchback,1,Hybrid,1.4,288778,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,2666
10969,1080.0,Other,2014,Jeep,1,Petrol,3.6,56886,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,862
10970,645.0,Lexus,2011,Hatchback,1,Hybrid,1.8,116869,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,706
10972,891.0,Hyundai,2016,Sedan,1,Other,2.0,317106,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,15681
10974,1505.0,Toyota,2012,Hatchback,0,Hybrid,1.8,51000,4.0,Automatic,Front,4-5,Right-hand drive,White,8,0,13500
10975,639.0,Other,2014,Sedan,1,Diesel,2.0,16856,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,5331
10976,781.0,Toyota,2012,Jeep,0,Petrol,2.5,159901,4.0,Automatic,Front,4-5,Left wheel,Other,12,0,5959
10980,919.0,Mercedes-Benz,2012,Jeep,1,Diesel,3.0,271701,6.0,Automatic,4x4,4-5,Left wheel,White,12,0,26657
10981,1091.0,Hyundai,2016,Other,1,Diesel,2.5,124708,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,44517
10982,1249.0,Toyota,2017,Sedan,1,Petrol,2.5,60000,4.0,Tiptronic,Front,4-5,Left wheel,Black,12,0,13172
10983,528.0,Ford,2014,Jeep,1,Petrol,1.6,70165,4.0,Automatic,Front,4-5,Left wheel,White,4,0,30417
10986,1273.0,Ssangyong,2009,Jeep,1,Diesel,2.7,56629,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,9252
10987,1399.0,Mercedes-Benz,2010,Jeep,1,Petrol,3.5,126000,6.0,Automatic,4x4,4-5,Left wheel,Grey,9,0,25089
10988,687.0,Hyundai,2010,Sedan,1,Petrol,1.6,130814,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,11563
10990,289.0,Ford,2008,Sedan,1,Hybrid,0.4,209843,4.0,Automatic,Front,4-5,Left wheel,Grey,0,0,188
10992,919.0,Bmw,2012,Jeep,1,Diesel,3.0,273962,6.0,Automatic,4x4,4-5,Left wheel,White,0,0,220
10994,394.0,Toyota,2014,Sedan,1,Hybrid,2.5,179381,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,11133
10997,642.0,Kia,2012,Sedan,1,Petrol,2.0,115000,4.0,Tiptronic,Front,4-5,Left wheel,White,8,1,22580
10998,1533.0,Chevrolet,2016,Jeep,1,Petrol,3.6,91822,6.0,Automatic,4x4,4-5,Left wheel,White,12,0,10506
10999,1141.0,Ford,2009,Other,0,Diesel,2.4,133000,4.0,Manual,4x4,4-5,Left wheel,White,2,1,21950
11001,919.0,Mercedes-Benz,2012,Jeep,1,Diesel,3.0,271701,6.0,Automatic,4x4,4-5,Left wheel,White,12,0,26657
11002,629.0,Hyundai,2015,Sedan,1,Petrol,1.6,103891,4.0,Automatic,Front,4-5,Left wheel,White,4,0,25889
11004,382.0,Chevrolet,2017,Hatchback,1,Hybrid,1.5,52062,4.0,Automatic,Front,4-5,Left wheel,Blue,0,0,26030
11005,836.0,Ssangyong,2010,Sedan,1,Diesel,2.0,201935,4.0,Automatic,Front,4-5,Left wheel,White,4,0,14966
11007,247.0,Honda,2014,Hatchback,1,Hybrid,1.3,149970,4.0,Automatic,Front,4-5,Left wheel,Grey,0,0,2274
11008,891.0,Hyundai,2016,Jeep,1,Diesel,2.0,150415,4.0,Automatic,Front,4-5,Left wheel,White,4,0,41632
11010,790.0,Other,2009,Sedan,1,Petrol,1.6,117685,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,5883
11012,738.0,Chevrolet,2017,Sedan,1,Petrol,1.4,71498,4.0,Automatic,Front,4-5,Left wheel,Other,12,0,2038
11014,832.0,Toyota,2014,Jeep,1,Petrol,2.7,64994,4.0,Automatic,Rear,4-5,Left wheel,Grey,12,0,3293
11016,394.0,Toyota,2014,Sedan,1,Hybrid,2.5,109798,4.0,Automatic,Front,4-5,Left wheel,White,12,0,5488
11017,779.0,Other,2013,Sedan,1,Petrol,2.5,125000,4.0,Tiptronic,Front,4-5,Left wheel,Grey,12,0,16308
11023,687.0,Hyundai,2010,Sedan,1,Petrol,1.6,98578,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,15100
11025,639.0,Hyundai,2014,Jeep,1,Diesel,2.0,251201,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,25591
11026,777.0,Toyota,2014,Sedan,1,Petrol,2.5,77803,4.0,Tiptronic,Front,4-5,Left wheel,Black,0,0,21796
11027,1236.0,Honda,2011,Hatchback,0,Hybrid,1.3,112000,4.0,Automatic,Front,4-5,Right-hand drive,Black,8,0,7840
11029,1091.0,Toyota,2016,Sedan,0,Petrol,2.5,123000,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,23521
11030,579.0,Toyota,2017,Sedan,1,Hybrid,2.5,61939,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,392
11031,1051.0,Honda,2016,Sedan,1,Petrol,2.4,154854,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,7683
11033,934.0,Lexus,2015,Sedan,1,Petrol,2.5,70154,6.0,Automatic,Rear,4-5,Left wheel,White,12,0,5018
11040,730.0,Hyundai,2016,Sedan,1,Diesel,1.6,33017,4.0,Automatic,Front,4-5,Left wheel,White,4,0,23207
11043,640.0,Ford,2013,Sedan,1,Petrol,2.0,116800,4.0,Tiptronic,Front,4-5,Left wheel,Black,8,0,14113
11044,751.0,Kia,2013,Jeep,0,Petrol,2.4,107150,4.0,Automatic,Front,4-5,Left wheel,Other,6,0,25873
11045,586.0,Hyundai,2012,Sedan,1,Petrol,1.8,97000,4.0,Tiptronic,Front,4-5,Left wheel,Other,12,0,16935
11046,1091.0,Toyota,2016,Sedan,1,Petrol,2.5,19000,4.0,Tiptronic,Front,4-5,Left wheel,Silver,12,0,33870
11047,531.0,Hyundai,2012,Sedan,1,Petrol,1.6,103490,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,19121
11049,836.0,Ssangyong,2010,Sedan,1,Diesel,2.0,146664,4.0,Automatic,Front,4-5,Left wheel,White,4,0,15530
11050,764.0,Kia,2016,Sedan,1,Petrol,1.7,30157,4.0,Automatic,Front,4-5,Left wheel,White,4,0,26500
11052,583.0,Hyundai,2011,Sedan,1,Petrol,1.6,154900,4.0,Automatic,Front,4-5,Left wheel,White,4,0,18240
11053,730.0,Other,2016,Jeep,1,Petrol,1.6,181997,4.0,Automatic,4x4,4-5,Left wheel,Black,0,0,2117
11055,915.0,Bmw,2014,Jeep,1,Diesel,3.0,110715,6.0,Automatic,4x4,4-5,Left wheel,White,0,0,16621
11058,629.0,Ford,2015,Sedan,1,Petrol,1.6,111374,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,470
11059,707.0,Honda,2011,Minivan,1,Petrol,2.0,153000,4.0,Automatic,Front,4-5,Left wheel,Grey,8,0,13799
11064,1053.0,Mercedes-Benz,2014,Sedan,1,Diesel,3.5,219030,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,29793
11065,394.0,Toyota,2014,Sedan,1,Hybrid,2.5,102397,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,784
11068,1296.0,Ford,2008,Other,0,Petrol,2.4,183000,6.0,Manual,Rear,4-5,Left wheel,Other,3,0,14740
11069,696.0,Chevrolet,2013,Jeep,1,Diesel,2.2,93170,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,32973
11070,730.0,Ssangyong,2016,Jeep,1,Diesel,1.6,23767,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,42667
11071,1537.0,Toyota,2009,Sedan,1,Hybrid,3.3,318358,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,1019
11072,761.0,Toyota,2010,Hatchback,1,Hybrid,1.8,73402,4.0,Automatic,Front,4-5,Left wheel,White,12,0,706
11073,586.0,Lexus,2012,Hatchback,1,Hybrid,1.8,172346,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,23050
11074,1018.0,Mercedes-Benz,2011,Jeep,1,Diesel,3.0,290501,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,3763
11075,831.0,Ssangyong,2017,Jeep,1,Petrol,1.6,50750,4.0,Automatic,Front,4-5,Left wheel,White,4,0,42102
11076,645.0,Toyota,2011,Sedan,1,Hybrid,1.8,204800,4.0,Automatic,Front,4-5,Left wheel,Silver,10,0,18189
11078,473.0,Chevrolet,2014,Sedan,0,Petrol,1.4,2000,4.0,Tiptronic,Front,4-5,Left wheel,Blue,12,1,10976
11080,1185.0,Hyundai,2009,Minivan,1,Diesel,2.5,114985,4.0,Automatic,Front,4-5,Left wheel,Other,4,0,15329
11081,784.0,Honda,2017,Hatchback,1,Petrol,1.5,49000,4.0,Automatic,Front,4-5,Left wheel,White,4,0,39615
11082,308.0,Toyota,2014,Hatchback,1,Hybrid,1.8,270410,4.0,Automatic,Front,4-5,Left wheel,White,12,0,941
11084,836.0,Hyundai,2010,Sedan,1,Petrol,2.0,205972,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,15257
11086,761.0,Honda,2010,Sedan,1,Petrol,1.8,88230,4.0,Automatic,Front,4-5,Left wheel,White,12,0,5645
11091,761.0,Toyota,2010,Hatchback,0,Hybrid,1.8,165779,4.0,Automatic,Front,4-5,Left wheel,Other,8,0,11290
11092,1267.0,Toyota,2013,Hatchback,0,Petrol,1.5,105200,4.0,Automatic,Front,4-5,Right-hand drive,Silver,4,0,10036
11093,707.0,Ssangyong,2011,Jeep,1,Diesel,2.0,190000,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,22357
11094,642.0,Chevrolet,2012,Jeep,1,Diesel,2.0,139633,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,19416
11095,1018.0,Bmw,2011,Jeep,1,Diesel,3.0,208000,6.0,Tiptronic,4x4,4-5,Left wheel,Grey,10,1,22266
11096,1646.0,Lexus,2015,Jeep,1,Petrol,4.6,188078,8.0,Automatic,4x4,4-5,Left wheel,Black,0,0,5018
11097,640.0,Bmw,2013,Sedan,1,Petrol,2.0,201360,4.0,Tiptronic,Rear,4-5,Left wheel,Silver,6,1,21953
11098,966.0,Hyundai,2009,Coupe,1,Petrol,2.0,52749,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,15608
11099,770.0,Hyundai,2016,Jeep,1,Diesel,1.7,100184,4.0,Automatic,Front,4-5,Left wheel,White,4,0,45210
11101,777.0,Hyundai,2014,Minivan,1,Diesel,2.5,173490,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,23436
11102,1356.0,Other,2005,Other,0,Other,1.6,167000,4.0,Manual,Front,2-3,Left wheel,White,2,0,8781
11105,1077.0,Hyundai,2019,Sedan,1,Petrol,2.0,31200,4.0,Automatic,4x4,4-5,Left wheel,Blue,12,0,22580
11106,980.0,Toyota,2018,Sedan,1,Petrol,1.8,78608,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,6429
11110,1172.0,Lexus,2011,Jeep,1,Hybrid,3.5,101816,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,188
11112,687.0,Hyundai,2010,Sedan,1,Petrol,1.6,110000,4.0,Automatic,Front,4-5,Left wheel,White,4,0,13739
11113,919.0,Bmw,2012,Jeep,1,Diesel,3.0,103458,6.0,Automatic,4x4,4-5,Left wheel,White,0,0,8154
11114,586.0,Lexus,2012,Hatchback,1,Hybrid,1.8,192683,4.0,Automatic,Front,4-5,Left wheel,White,12,0,1019
11115,1604.0,Mercedes-Benz,2014,Sedan,1,Petrol,5.5,101424,8.0,Automatic,4x4,4-5,Left wheel,Grey,12,0,32302
11116,900.0,Hyundai,2015,Sedan,1,Petrol,2.4,70296,4.0,Tiptronic,Front,4-5,Left wheel,White,12,0,24462
11117,645.0,Toyota,2011,Sedan,1,Hybrid,1.8,129000,4.0,Variator,Front,4-5,Left wheel,Grey,4,0,17876
11118,836.0,Hyundai,2010,Jeep,1,Diesel,2.0,53232,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,15053
11120,1624.0,Mercedes-Benz,2009,Sedan,1,Diesel,3.5,109139,6.0,Automatic,Rear,4-5,Left wheel,Black,12,0,3450
11121,1018.0,Mercedes-Benz,2011,Jeep,1,Diesel,3.0,0,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,2666
11122,528.0,Hyundai,2014,Sedan,1,Diesel,1.6,181232,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,15035
11123,1599.0,Other,2002,Other,0,Diesel,1.9,190000,4.0,Manual,Front,4-5,Left wheel,Blue,2,1,7840
11125,501.0,Toyota,2014,Hatchback,1,Petrol,1.5,20000,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,31211
11126,475.0,Chevrolet,2012,Hatchback,1,Hybrid,1.4,162190,4.0,Automatic,Front,4-5,Left wheel,Blue,0,0,4547
11129,551.0,Chevrolet,2017,Sedan,1,Petrol,1.0,28227,3.0,Automatic,Front,4-5,Left wheel,Black,4,0,12858
11130,1047.0,Hyundai,2007,Sedan,1,Petrol,1.6,184297,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,8097
11132,1451.0,Bmw,2011,Sedan,1,Petrol,4.4,139363,8.0,Automatic,4x4,4-5,Left wheel,Black,0,0,157
11134,1646.0,Lexus,2015,Jeep,1,Petrol,4.6,102907,8.0,Automatic,4x4,4-5,Left wheel,Black,0,0,314
11135,1598.0,Mercedes-Benz,2008,Jeep,1,Diesel,3.0,218000,6.0,Automatic,4x4,4-5,Left wheel,Grey,8,0,27598
11136,1172.0,Lexus,2011,Jeep,1,Hybrid,3.5,101816,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,188
11139,781.0,Other,2012,Sedan,1,Petrol,2.5,174552,4.0,Automatic,Front,4-5,Left wheel,Other,12,0,784
11140,1172.0,Mercedes-Benz,2011,Sedan,1,Diesel,3.5,119379,6.0,Automatic,4x4,4-5,Left wheel,Silver,12,0,16621
11141,639.0,Other,2014,Sedan,1,Diesel,2.0,211512,4.0,Tiptronic,Front,4-5,Left wheel,Black,0,1,18817
11142,836.0,Hyundai,2010,Coupe,1,Petrol,2.0,191263,4.0,Automatic,Front,4-5,Left wheel,White,4,0,16753
11143,639.0,Other,2014,Sedan,1,Diesel,2.0,168637,4.0,Automatic,Front,4-5,Left wheel,Other,0,0,9565
11145,753.0,Hyundai,2012,Sedan,1,Hybrid,2.4,0,4.0,Automatic,Front,4-5,Left wheel,Other,0,0,706
11147,585.0,Other,2013,Sedan,1,Petrol,1.8,86000,4.0,Tiptronic,Front,4-5,Left wheel,Blue,12,1,18503
11148,640.0,Hyundai,2013,Sedan,1,Petrol,2.0,38853,4.0,Automatic,Front,4-5,Left wheel,White,4,0,11259
11150,891.0,Bmw,2016,Sedan,1,Petrol,2.0,23000,4.0,Tiptronic,Rear,4-5,Left wheel,Grey,12,1,46101
11151,1267.0,Toyota,2013,Hatchback,1,Hybrid,1.5,80000,4.0,Automatic,Front,4-5,Right-hand drive,Blue,4,0,10976
11152,1017.0,Mercedes-Benz,2017,Sedan,1,Petrol,2.0,26802,4.0,Automatic,Rear,4-5,Left wheel,Black,12,0,314
11153,707.0,Hyundai,2011,Jeep,1,Diesel,2.0,53463,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,16151
11154,645.0,Toyota,2011,Jeep,1,Hybrid,1.8,146184,4.0,Automatic,Front,4-5,Left wheel,White,12,0,392
11157,781.0,Chevrolet,2018,Sedan,1,Petrol,1.4,39466,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,941
11160,531.0,Other,2012,Jeep,1,Petrol,1.6,173576,4.0,Automatic,4x4,4-5,Left wheel,Other,0,0,3763
11162,1172.0,Lexus,2011,Jeep,1,Petrol,3.5,181189,6.0,Automatic,4x4,4-5,Left wheel,White,12,0,549
11168,781.0,Toyota,2012,Sedan,1,Petrol,2.5,121318,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,5175
11169,781.0,Other,2012,Sedan,1,Petrol,2.5,75000,5.0,Tiptronic,Front,4-5,Left wheel,Black,6,0,18503
11170,639.0,Other,2014,Jeep,1,Petrol,2.0,72613,4.0,Automatic,4x4,4-5,Left wheel,White,0,0,549
11171,769.0,Chevrolet,2011,Jeep,1,Diesel,2.2,106000,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,19482
11172,583.0,Hyundai,2011,Sedan,1,Petrol,1.6,157827,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,17158
11174,730.0,Hyundai,2016,Sedan,1,Other,1.6,31780,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,20855
11175,891.0,Other,2016,Jeep,1,Petrol,2.0,56240,4.0,Automatic,4x4,4-5,Left wheel,Grey,0,0,47042
11176,777.0,Hyundai,2014,Minivan,1,Diesel,2.5,174485,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,27924
11177,586.0,Other,2012,Hatchback,0,Petrol,1.8,165758,4.0,Automatic,Front,4-5,Left wheel,Black,10,0,8467
11180,843.0,Toyota,2008,Sedan,1,Hybrid,1.5,246629,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,2901
11181,586.0,Toyota,2012,Hatchback,0,Hybrid,1.8,59000,4.0,Automatic,Front,4-5,Left wheel,Black,10,1,20385
11182,1172.0,Lexus,2011,Jeep,1,Hybrid,3.5,101816,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,188
11183,934.0,Other,2015,Sedan,1,Petrol,2.5,160795,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,470
11189,1363.0,Mercedes-Benz,2012,Jeep,1,Diesel,4.6,180659,8.0,Automatic,4x4,4-5,Left wheel,Black,12,0,1725
11190,1646.0,Lexus,2015,Jeep,1,Petrol,4.6,102907,8.0,Automatic,4x4,4-5,Left wheel,Black,0,0,706
11191,640.0,Other,2013,Jeep,0,Petrol,2.0,250000,4.0,Tiptronic,4x4,4-5,Left wheel,White,8,0,11604
11192,765.0,Hyundai,2015,Sedan,1,Other,2.0,311337,4.0,Automatic,Front,4-5,Left wheel,White,4,0,10976
11193,629.0,Hyundai,2015,Sedan,1,Petrol,1.6,117000,4.0,Automatic,Front,4-5,Left wheel,White,4,0,25889
11194,779.0,Toyota,2013,Sedan,1,Hybrid,2.5,225510,4.0,Automatic,Front,4-5,Left wheel,White,12,0,314
11196,919.0,Bmw,2012,Jeep,1,Diesel,3.0,273962,6.0,Automatic,4x4,4-5,Left wheel,White,0,0,220
11197,781.0,Toyota,2012,Sedan,1,Hybrid,2.5,214098,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,4077
11199,595.0,Ford,2015,Sedan,1,Petrol,1.5,60000,4.0,Automatic,Front,4-5,Left wheel,Black,12,1,23521
11200,919.0,Mercedes-Benz,2012,Sedan,1,Diesel,3.0,171221,6.0,Automatic,Rear,4-5,Left wheel,Black,12,0,9565
11201,639.0,Other,2014,Jeep,0,Petrol,2.0,155000,4.0,Tiptronic,4x4,4-5,Left wheel,Grey,8,1,25089
11202,1268.0,Toyota,2012,Sedan,0,Hybrid,1.5,102000,4.0,Automatic,Front,4-5,Right-hand drive,Black,2,0,8781
11203,1017.0,Mercedes-Benz,2017,Sedan,1,Petrol,2.0,26802,4.0,Automatic,Rear,4-5,Left wheel,Black,12,0,314
11205,574.0,Honda,2010,Hatchback,0,Hybrid,1.3,149000,4.0,Tiptronic,Front,4-5,Left wheel,White,8,0,9408
11206,1399.0,Mercedes-Benz,2010,Sedan,1,Diesel,3.5,189530,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,12388
11207,1172.0,Lexus,2011,Jeep,1,Hybrid,3.5,114000,6.0,Automatic,4x4,4-5,Left wheel,White,12,0,44846
11208,607.0,Toyota,2019,Sedan,1,Hybrid,2.5,39552,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,251
11211,761.0,Toyota,2010,Sedan,1,Petrol,1.8,184000,4.0,Automatic,Front,4-5,Left wheel,Grey,6,0,15994
11213,891.0,Hyundai,2016,Sedan,1,Other,2.0,314772,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,15681
11215,382.0,Chevrolet,2017,Hatchback,1,Hybrid,1.5,52062,4.0,Automatic,Front,4-5,Left wheel,Blue,0,0,26030
11221,777.0,Hyundai,2014,Minivan,1,Diesel,2.5,146216,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,30750
11223,394.0,Toyota,2014,Sedan,1,Hybrid,2.5,102397,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,784
11226,585.0,Toyota,2013,Hatchback,1,Hybrid,1.8,102400,4.0,Automatic,Front,4-5,Left wheel,White,8,0,20071
11227,475.0,Other,2012,Hatchback,0,Petrol,1.4,127520,4.0,Manual,Front,2-3,Left wheel,Other,6,0,10976
11229,891.0,Other,2016,Hatchback,0,Petrol,2.0,113600,4.0,Tiptronic,Front,4-5,Left wheel,Black,8,0,7527
11231,730.0,Hyundai,2016,Sedan,1,Petrol,1.6,87510,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,27654
11232,730.0,Ssangyong,2016,Jeep,1,Diesel,1.6,45482,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,39499
11235,810.0,Hyundai,2016,Sedan,1,Petrol,1.8,121840,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,7683
11236,831.0,Other,2011,Jeep,1,Petrol,2.4,97277,4.0,Automatic,Front,4-5,Left wheel,White,4,0,27174
11238,521.0,Chevrolet,2011,Sedan,0,Petrol,1.4,72000,4.0,Tiptronic,Front,4-5,Left wheel,White,10,1,12544
11241,574.0,Honda,2010,Hatchback,1,Hybrid,1.3,245070,4.0,Automatic,Front,4-5,Left wheel,White,0,0,549
11242,1017.0,Mercedes-Benz,2017,Sedan,1,Petrol,2.0,35874,4.0,Automatic,4x4,4-5,Left wheel,Black,12,0,470
11243,702.0,Kia,2009,Sedan,0,Petrol,1.4,15675,4.0,Manual,Front,4-5,Left wheel,Blue,0,0,12858
11244,781.0,Other,2012,Jeep,0,Petrol,2.5,169000,4.0,Tiptronic,4x4,4-5,Left wheel,Black,12,0,14740
11245,707.0,Ssangyong,2011,Jeep,1,Diesel,2.0,83667,4.0,Automatic,Front,4-5,Left wheel,White,4,0,25889
11246,1282.0,Chevrolet,2007,Jeep,1,Diesel,2.0,63558,4.0,Automatic,Front,4-5,Left wheel,White,4,0,8311
11249,891.0,Hyundai,2016,Jeep,1,Diesel,2.0,88585,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,45542
11250,988.0,Toyota,2007,Sedan,1,Hybrid,1.5,216000,4.0,Automatic,Front,4-5,Left wheel,Other,4,0,10663
11252,687.0,Hyundai,2010,Sedan,1,Petrol,1.6,124900,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,11992
11254,530.0,Hyundai,2013,Sedan,1,Petrol,1.6,56764,4.0,Automatic,Front,4-5,Left wheel,White,4,0,28830
11255,1132.0,Toyota,2006,Sedan,0,Hybrid,1.5,0,4.0,Automatic,Front,4-5,Left wheel,Silver,6,0,7840
11256,1018.0,Other,2011,Sedan,1,Petrol,3.0,260128,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,392
11257,765.0,Other,2015,Sedan,1,Petrol,2.0,111285,4.0,Automatic,4x4,4-5,Left wheel,Black,0,0,706
11258,271.0,Honda,2014,Other,1,Hybrid,1.5,121000,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,17327
11259,779.0,Toyota,2013,Sedan,1,Hybrid,2.5,190549,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,5018
11260,642.0,Chevrolet,2012,Sedan,1,Petrol,2.0,135965,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,25456
11261,650.0,Other,2016,Sedan,1,Petrol,1.4,93521,4.0,Automatic,Front,4-5,Left wheel,Black,8,0,15994
11264,1079.0,Hyundai,2018,Sedan,1,Petrol,2.0,61398,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,5018
11265,1017.0,Mercedes-Benz,2017,Sedan,1,Petrol,2.0,50930,4.0,Automatic,Rear,4-5,Left wheel,Black,12,0,3450
11267,831.0,Other,2017,Jeep,1,Petrol,1.6,47533,4.0,Automatic,Front,4-5,Left wheel,White,12,1,27284
11268,583.0,Hyundai,2011,Sedan,1,Petrol,1.6,128147,4.0,Automatic,Front,4-5,Left wheel,White,4,0,17484
11269,836.0,Hyundai,2010,Sedan,1,Petrol,2.0,51476,4.0,Automatic,Front,4-5,Left wheel,White,4,0,26180
11272,640.0,Hyundai,2013,Jeep,1,Diesel,2.0,120456,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,41193
11273,687.0,Hyundai,2010,Sedan,1,Petrol,1.6,128965,4.0,Automatic,Front,4-5,Left wheel,White,4,0,12585
11284,880.0,Ssangyong,2018,Jeep,1,Petrol,1.6,11953,4.0,Automatic,Front,4-5,Left wheel,Other,4,0,44752
11286,730.0,Hyundai,2016,Sedan,1,Other,1.6,33553,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,18346
11289,502.0,Honda,2013,Sedan,1,Hybrid,1.5,95822,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,627
11290,915.0,Other,2014,Hatchback,1,Petrol,3.0,191373,6.0,Automatic,4x4,4-5,Left wheel,Grey,0,0,9565
11292,1018.0,Other,2011,Sedan,1,Diesel,3.0,232554,6.0,Automatic,4x4,4-5,Left wheel,Silver,0,0,2352
11293,765.0,Mercedes-Benz,2015,Jeep,1,Petrol,2.0,0,4.0,Automatic,4x4,4-5,Left wheel,White,12,0,627
